lake_nhdid,percent_bass,state,stock_size,wae_mod_lifestage,wae_repro,year,lake_waterarea_ha,lake_shorelinedevfactor,gdd_wtr_5c,tsi,trophic,stock_density,wae_mod,lake_maxdepth_m,rsvr,lake_namelagos,lake_countyfips,lake_lat_decdeg,lake_lon_decdeg,fips,merge_key,state_abbr,county_name,median_income,population,year_diff,prop_below_poverty,prop_hs_grad,prop_bachelors
120020689,0.413993951,MN,Large_Fingerling,age_1,none,2008,89.51407283,1.053862345,2820.664083,63.95928676,eutrophic,16.12037029,0.668246445,6.018805027,Nl,Budd Lake,27091,43.6400498900181,-94.466602281818,27091,27091_2008,MN,"Martin County, Minnesota",46790.0,20727.0,4,0.10416365127611328,0.09837410141361509,0.0008684324793747286
118874817,0.0,MN,Large_Fingerling,age_1,combo,2008,366.5853164,2.462708326,2770.930394,66.12498826,eutrophic,22.103995,0.134281201,6.255156994,Nl,Fox Lake,27091,43.6764738112292,-94.6813863858216,27091,27091_2008,MN,"Martin County, Minnesota",46790.0,20727.0,4,0.10416365127611328,0.09837410141361509,0.0008684324793747286
118874817,0.0,MN,Large_Fingerling,age_1,combo,2009,366.5853164,2.462708326,2661.750492,63.95928676,eutrophic,27.78343688,0.853080569,6.255156994,Nl,Fox Lake,27091,43.6764738112292,-94.6813863858216,27091,27091_2009,MN,"Martin County, Minnesota",46790.0,20727.0,3,0.10416365127611328,0.09837410141361509,0.0008684324793747286
118874243,0.362833845,MN,Large_Fingerling,age_1,none,2008,60.35157971,1.380248287,2871.985947,67.59715013,hyper_eutrophic,36.18795084,0.698262243,8.925946255,Nl,Fish Lake,27091,43.8348618322598,-94.7514581109999,27091,27091_2008,MN,"Martin County, Minnesota",46790.0,20727.0,4,0.10416365127611328,0.09837410141361509,0.0008684324793747286
120018642,0.536311625,MN,Large_Fingerling,age_1,none,2009,2231.843113,1.781061499,2179.313283,42.55838904,mesotrophic,35.29773196,0.4328594,32.91679382,Nl,West Battle Lake,27111,46.2901416902544,-95.6842229575143,27111,27111_2009,MN,"Otter Tail County, Minnesota",47579.0,57381.0,3,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018557,0.424006453,MN,Large_Fingerling,age_1,none,2012,393.9601434,1.306210082,2495.958494,44.16902117,mesotrophic,8.224182202,0.134281201,12.79992008,Nl,Big McDonald Lake,27111,46.5810954822555,-95.7669286512419,27111,27111_2012,MN,"Otter Tail County, Minnesota",47579.0,57381.0,0,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86277937,0.424442188,MN,Large_Fingerling,age_1,none,2010,236.5255295,1.375454014,2544.047694,44.16902117,mesotrophic,15.49092822,0.808846761,18.89508629,Nl,West McDonald Lake,27111,46.5821227381265,-95.7885620200266,27111,27111_2010,MN,"Otter Tail County, Minnesota",47579.0,57381.0,2,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120020043,0.390986355,MN,Large_Fingerling,age_1,none,2005,540.999656,1.503915807,2646.474403,52.12451118,eutrophic,21.88910819,0.805687204,28.92769051,Nl,Stalker Lake,27111,46.2081031278457,-95.8285925561932,27111,27111_2005,MN,"Otter Tail County, Minnesota",47579.0,57381.0,7,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120020043,0.36981777,MN,Large_Fingerling,age_1,none,2009,540.999656,1.503915807,2232.443849,52.12451118,eutrophic,21.54714863,0.287519747,28.92769051,Nl,Stalker Lake,27111,46.2081031278457,-95.8285925561932,27111,27111_2009,MN,"Otter Tail County, Minnesota",47579.0,57381.0,3,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018645,0.364196971,MN,Large_Fingerling,age_1,combo,2008,291.2511216,1.746842501,2371.96212,55.73201125,eutrophic,18.21452213,0.59399684,8.2,Nl,Wall Lake,27111,46.2731878541371,-95.9640705712124,27111,27111_2008,MN,"Otter Tail County, Minnesota",47579.0,57381.0,4,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018645,0.380728423,MN,Large_Fingerling,age_1,combo,2012,291.2511216,1.746842501,2563.418747,57.13587722,eutrophic,8.700395679,0.410742496,8.2,Nl,Wall Lake,27111,46.2731878541371,-95.9640705712124,27111,27111_2012,MN,"Otter Tail County, Minnesota",47579.0,57381.0,0,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86282713,0.473695256,MN,Large_Fingerling,age_1,none,2010,71.21687796,1.067296976,2682.717557,46.30537027,mesotrophic,42.6163023,0.67614534,13.7,Nl,Pebble Lake,27111,46.2526562567814,-96.0363733578764,27111,27111_2010,MN,"Otter Tail County, Minnesota",47579.0,57381.0,2,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018610,0.475704064,MN,Large_Fingerling,age_1,none,2010,288.1465819,1.119187416,2610.282689,54.94676617,eutrophic,22.91889065,0.717219589,22.84144592,Nl,Lake Jewett,27111,46.4116960634368,-96.0502121051122,27111,27111_2010,MN,"Otter Tail County, Minnesota",47579.0,57381.0,2,0.1197260417211272,0.11359160697791952,0.0032240637144699464
107118136,0.338348186,MN,Large_Fingerling,age_1,none,2006,83.22725566,2.172545332,2506.637137,58.29566345,eutrophic,63.47680166,0.134281201,5.862593651,Nl,Lake Adley,27111,46.1375634692466,-95.3350865699208,27111,27111_2006,MN,"Otter Tail County, Minnesota",47579.0,57381.0,6,0.1197260417211272,0.11359160697791952,0.0032240637144699464
107116608,0.484880563,MN,Large_Fingerling,age_1,none,2009,65.13008158,1.145872214,2188.264834,42.88762196,mesotrophic,36.41942314,0.287519747,13.08961296,Nl,Donalds Lake,27111,46.4191808977289,-95.5525226797429,27111,27111_2009,MN,"Otter Tail County, Minnesota",47579.0,57381.0,3,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018653,0.55387962,MN,Large_Fingerling,age_1,none,2008,1015.632712,2.049499794,2349.861642,46.35813221,mesotrophic,22.00106371,0.004739336,20.91349411,Nl,Clitherall Lake,27111,46.2374878710001,-95.6677845596485,27111,27111_2008,MN,"Otter Tail County, Minnesota",47579.0,57381.0,4,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018653,0.50252217,MN,Large_Fingerling,age_1,none,2011,1015.632712,2.049499794,2501.944353,46.35813221,mesotrophic,29.59829833,0.116903633,20.91349411,Nl,Clitherall Lake,27111,46.2374878710001,-95.6677845596485,27111,27111_2011,MN,"Otter Tail County, Minnesota",47579.0,57381.0,1,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018569,0.370030241,MN,Large_Fingerling,age_1,combo,2011,648.9298931,1.559165169,2471.206518,52.12451118,eutrophic,33.66003051,0.2164297,18.3,Nl,Marion Lake,27111,46.5318923756162,-95.6735761393656,27111,27111_2011,MN,"Otter Tail County, Minnesota",47579.0,57381.0,1,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86277503,0.449693621,MN,Large_Fingerling,age_1,combo,2007,482.0195907,1.329853035,2519.283337,44.16902117,mesotrophic,10.27344136,0.287519747,33.21754456,Nl,Little McDonald Lake,27111,46.6110050807904,-95.7038161564393,27111,27111_2007,MN,"Otter Tail County, Minnesota",47579.0,57381.0,5,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86277503,0.37279738,MN,Large_Fingerling,age_1,combo,2011,482.0195907,1.329853035,2372.047693,44.16902117,mesotrophic,31.00288928,0.897314376,33.21754456,Nl,Little McDonald Lake,27111,46.6110050807904,-95.7038161564393,27111,27111_2011,MN,"Otter Tail County, Minnesota",47579.0,57381.0,1,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86277937,0.437644876,MN,Large_Fingerling,age_1,none,2006,236.5255295,1.375454014,2565.252709,44.16902117,mesotrophic,23.65072393,0.616113744,18.89508629,Nl,West McDonald Lake,27111,46.5821227381265,-95.7885620200266,27111,27111_2006,MN,"Otter Tail County, Minnesota",47579.0,57381.0,6,0.1197260417211272,0.11359160697791952,0.0032240637144699464
82553304,0.427882828,MN,Large_Fingerling,age_1,none,2007,134.4628596,1.823048216,2690.322815,54.12870464,eutrophic,24.55696695,0.060031596,15.80024624,Nl,Sewell Lake,27111,46.1442416620827,-95.8188348531595,27111,27111_2007,MN,"Otter Tail County, Minnesota",47579.0,57381.0,5,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018525,0.415728352,MN,Large_Fingerling,age_1,none,2008,246.7495353,2.183980877,2230.120919,50.96902117,eutrophic,13.8439977,0.134281201,23.11103058,Nl,Leek Lake; Trowbridge Lake,27111,46.6854725480407,-95.8553563021848,27111,27111_2008,MN,"Otter Tail County, Minnesota",47579.0,57381.0,4,0.1197260417211272,0.11359160697791952,0.0032240637144699464
107118136,0.310648925,MN,Large_Fingerling,age_1,none,2010,83.22725566,2.172545332,2505.295718,59.00691187,eutrophic,18.01092669,0.287519747,5.862593651,Nl,Lake Adley,27111,46.1375634692466,-95.3350865699208,27111,27111_2010,MN,"Otter Tail County, Minnesota",47579.0,57381.0,2,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018653,0.531515836,MN,Large_Fingerling,age_1,none,2005,1015.632712,2.049499794,2635.949338,41.34676617,mesotrophic,17.04651671,0.004739336,20.91349411,Nl,Clitherall Lake,27111,46.2374878710001,-95.6677845596485,27111,27111_2005,MN,"Otter Tail County, Minnesota",47579.0,57381.0,7,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018569,0.397319777,MN,Large_Fingerling,age_1,none,2005,648.9298931,1.559165169,2569.098352,52.51538767,eutrophic,44.24360829,0.4328594,18.3,Nl,Marion Lake,27111,46.5318923756162,-95.6735761393656,27111,27111_2005,MN,"Otter Tail County, Minnesota",47579.0,57381.0,7,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86277377,0.476963203,MN,Large_Fingerling,age_1,none,2006,120.5853174,1.260379491,2514.957193,48.14676617,mesotrophic,32.00223778,0.235387046,20.4,Nl,Devils Lake,27111,46.6276729724212,-95.6558412316805,27111,27111_2006,MN,"Otter Tail County, Minnesota",47579.0,57381.0,6,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86281935,0.487157213,MN,Large_Fingerling,age_1,none,2005,207.650355,1.260243588,2660.262726,45.45824107,mesotrophic,11.8227585,0.879936809,13.1,Nl,First Silver Lake,27111,46.3060672222848,-95.7282749322835,27111,27111_2005,MN,"Otter Tail County, Minnesota",47579.0,57381.0,7,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86281935,0.484536937,MN,Large_Fingerling,age_1,none,2010,207.650355,1.260243588,2619.882906,50.0,mesotrophic,5.778945093,0.060031596,13.1,Nl,First Silver Lake,27111,46.3060672222848,-95.7282749322835,27111,27111_2010,MN,"Otter Tail County, Minnesota",47579.0,57381.0,2,0.1197260417211272,0.11359160697791952,0.0032240637144699464
86276707,0.480110602,MN,Large_Fingerling,age_1,none,2008,484.7884703,1.982686567,2150.843598,50.96902117,eutrophic,26.30425594,0.437598736,41.70487595,Rsvr,Rose Lake,27111,46.6716021104272,-95.7375741903522,27111,27111_2008,MN,"Otter Tail County, Minnesota",47579.0,57381.0,4,0.1197260417211272,0.11359160697791952,0.0032240637144699464
82552718,0.506634773,MN,Large_Fingerling,age_1,none,2006,150.945334,2.106669276,2675.283833,48.14676617,mesotrophic,23.45219893,0.060031596,26.8224,Rsvr,Long Lake,27111,46.1884351748803,-95.8059447950652,27111,27111_2006,MN,"Otter Tail County, Minnesota",47579.0,57381.0,6,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120020043,0.388804406,MN,Large_Fingerling,age_1,none,2013,540.999656,1.503915807,2477.791651,54.08941626,eutrophic,49.05733248,0.023696682,28.92769051,Nl,Stalker Lake,27111,46.2081031278457,-95.8285925561932,27111,27111_2013,MN,"Otter Tail County, Minnesota",47579.0,57381.0,1,0.1197260417211272,0.11359160697791952,0.0032240637144699464
120018623,0.434544697,MN,Large_Fingerling,age_1,none,2006,150.7526593,1.75960373,2684.847179,55.02229526,eutrophic,23.48217283,0.235387046,11.6,Nl,Pleasant Lake,27111,46.3524194135816,-95.8908039582436,27111,27111_2006,MN,"Otter Tail County, Minnesota",47579.0,57381.0,6,0.1197260417211272,0.11359160697791952,0.0032240637144699464
122548388,0.0,MN,Fry,yoy,none,2011,54.52114956,2.793803371,2806.649363,71.36902117,hyper_eutrophic,1834.150615,0.854271357,3.778808117,Rsvr,Long Tom Lake,27011,45.3201390732934,-96.358186846465,27011,27011_2011,MN,"Big Stone County, Minnesota",45545.0,5250.0,1,0.12552380952380954,0.08304761904761905,0.005714285714285714
114336965,0.380082363,MN,Small_Fingerling,age_1,none,2009,173.7380554,1.04601661,2569.719091,77.85755608,hyper_eutrophic,0.707962339,0.930489731,2.438273668,Nl,East Toqua Lake,27011,45.561479903775,-96.4440119307635,27011,27011_2009,MN,"Big Stone County, Minnesota",45545.0,5250.0,3,0.12552380952380954,0.08304761904761905,0.005714285714285714
122549905,0.20743577,MN,Fry,yoy,none,2008,1478.55701,3.038594225,2790.617525,68.38188286,eutrophic,1076.284505,0.557788945,2.0,Rsvr,Marsh Lake,27011,45.1937695101915,-96.1434470468483,27011,27011_2008,MN,"Big Stone County, Minnesota",45545.0,5250.0,4,0.12552380952380954,0.08304761904761905,0.005714285714285714
120020090,0.0,MN,Fry,yoy,none,2007,775.2952933,3.015210904,3038.466463,64.02903787,eutrophic,918.8563456,0.824120603,4.245687485,Rsvr,Artichoke Lake,27011,45.3320663851735,-96.1356749392069,27011,27011_2007,MN,"Big Stone County, Minnesota",45545.0,5250.0,5,0.12552380952380954,0.08304761904761905,0.005714285714285714
120020090,0.0,MN,Fry,yoy,none,2011,775.2952933,3.015210904,2791.228852,66.4385619,eutrophic,967.3733434,0.542713568,4.245687485,Rsvr,Artichoke Lake,27011,45.3320663851735,-96.1356749392069,27011,27011_2011,MN,"Big Stone County, Minnesota",45545.0,5250.0,1,0.12552380952380954,0.08304761904761905,0.005714285714285714
120020090,0.0,MN,Fry,yoy,none,2013,775.2952933,3.015210904,2773.908638,65.2032719,eutrophic,967.3733434,0.572864322,4.245687485,Rsvr,Artichoke Lake,27011,45.3320663851735,-96.1356749392069,27011,27011_2013,MN,"Big Stone County, Minnesota",45545.0,5250.0,1,0.12552380952380954,0.08304761904761905,0.005714285714285714
114336965,0.355561665,MN,Fry,yoy,none,2013,173.7380554,1.04601661,2765.082809,72.3892849,hyper_eutrophic,1151.158274,0.984924623,2.438273668,Nl,East Toqua Lake,27011,45.561479903775,-96.4440119307635,27011,27011_2013,MN,"Big Stone County, Minnesota",45545.0,5250.0,1,0.12552380952380954,0.08304761904761905,0.005714285714285714
122548488,0.843137255,MN,Fry,yoy,none,2005,4811.400902,4.010910942,2975.061473,63.95928676,eutrophic,690.3710722,0.713567839,4.6,Nl,Big Stone Lake,27011,45.408540871009,-96.6271255733372,27011,27011_2005,MN,"Big Stone County, Minnesota",45545.0,5250.0,7,0.12552380952380954,0.08304761904761905,0.005714285714285714
122548488,0.803921569,MN,Fry,yoy,none,2006,4811.400902,4.010910942,2846.420741,59.02389203,eutrophic,1247.03805,0.67839196,4.6,Nl,Big Stone Lake,27011,45.408540871009,-96.6271255733372,27011,27011_2006,MN,"Big Stone County, Minnesota",45545.0,5250.0,6,0.12552380952380954,0.08304761904761905,0.005714285714285714
122548488,0.0,MN,Fry,yoy,none,2008,4811.400902,4.010910942,2689.16287,70.05903464,hyper_eutrophic,1247.03805,0.512562814,4.6,Nl,Big Stone Lake,27011,45.408540871009,-96.6271255733372,27011,27011_2008,MN,"Big Stone County, Minnesota",45545.0,5250.0,4,0.12552380952380954,0.08304761904761905,0.005714285714285714
122548488,0.0,MN,Fry,yoy,none,2009,4811.400902,4.010910942,2525.021997,74.92924247,hyper_eutrophic,1257.700849,0.793969849,4.6,Nl,Big Stone Lake,27011,45.408540871009,-96.6271255733372,27011,27011_2009,MN,"Big Stone County, Minnesota",45545.0,5250.0,3,0.12552380952380954,0.08304761904761905,0.005714285714285714
122548488,0.705882353,MN,Fry,yoy,none,2012,4811.400902,4.010910942,2894.249647,70.40329193,hyper_eutrophic,1251.563759,0.427135678,4.6,Nl,Big Stone Lake,27011,45.408540871009,-96.6271255733372,27011,27011_2012,MN,"Big Stone County, Minnesota",45545.0,5250.0,0,0.12552380952380954,0.08304761904761905,0.005714285714285714
120018721,0.446641384,MN,Large_Fingerling,age_1,none,2012,215.1290755,1.083149614,2711.591741,58.62496476,eutrophic,12.30424104,0.060031596,4.571776867,Nl,Villard Lake,27121,45.7116199148151,-95.2919843445856,27121,27121_2012,MN,"Pope County, Minnesota",51148.0,10978.0,0,0.08489706686099471,0.10302423027873929,0.0025505556567680817
120018752,0.506827847,MN,Large_Fingerling,age_1,none,2005,70.37561406,1.078970001,2806.351816,47.13118852,mesotrophic,168.6237507,0.726698262,15.23925591,Nl,Lake Linka,27121,45.4904747506424,-95.3649502778923,27121,27121_2005,MN,"Pope County, Minnesota",51148.0,10978.0,7,0.08489706686099471,0.10302423027873929,0.0025505556567680817
120019627,0.368402466,MN,Large_Fingerling,age_1,none,2011,143.3357442,1.88241764,2495.774874,60.43677964,eutrophic,99.17972717,0.67614534,9.448104858,Rsvr,Grove Lake,27121,45.6025123940189,-95.1792760188318,27121,27121_2011,MN,"Pope County, Minnesota",51148.0,10978.0,1,0.08489706686099471,0.10302423027873929,0.0025505556567680817
86368699,0.0,MN,Large_Fingerling,age_1,none,2011,164.7566238,1.316392696,2587.84475,50.96902117,eutrophic,78.40655932,0.529225908,14.91383743,Nl,Scandinavian Lake,27121,45.4530928721329,-95.3479839516224,27121,27121_2011,MN,"Pope County, Minnesota",51148.0,10978.0,1,0.08489706686099471,0.10302423027873929,0.0025505556567680817
120018754,0.321872665,MN,Large_Fingerling,age_1,none,2005,130.9158379,1.959791164,2785.815766,68.94724326,eutrophic,53.18684213,0.437598736,8.530065536,Nl,Gilchrist Lake,27121,45.4713877404956,-95.3599400322475,27121,27121_2005,MN,"Pope County, Minnesota",51148.0,10978.0,7,0.08489706686099471,0.10302423027873929,0.0025505556567680817
120020240,0.517456215,MN,Large_Fingerling,age_1,none,2007,380.774287,3.356944438,3012.330586,62.53201125,eutrophic,12.92891923,0.524486572,16.72362137,Rsvr,Lower Prior Lake,27139,44.7329110422174,-93.4124145527804,27139,27139_2007,MN,"Scott County, Minnesota",84571.0,130689.0,5,0.051664638952015854,0.1751715905699791,0.0039559565074336785
120020240,0.348439673,MN,Large_Fingerling,age_1,none,2009,380.774287,3.356944438,2566.533192,55.45824107,eutrophic,34.40883601,0.437598736,16.72362137,Rsvr,Lower Prior Lake,27139,44.7329110422174,-93.4124145527804,27139,27139_2009,MN,"Scott County, Minnesota",84571.0,130689.0,3,0.051664638952015854,0.1751715905699791,0.0039559565074336785
120020235,0.338805448,MN,Large_Fingerling,age_1,none,2006,117.9462521,2.956380756,2863.724659,74.15287953,hyper_eutrophic,24.4857293,0.134281201,6.704992771,Rsvr,O'Dowd Lake,27139,44.7371662650947,-93.5171730286201,27139,27139_2006,MN,"Scott County, Minnesota",84571.0,130689.0,6,0.051664638952015854,0.1751715905699791,0.0039559565074336785
120020240,0.4982607,MN,Large_Fingerling,age_1,none,2011,380.774287,3.356944438,2784.374274,52.34465254,eutrophic,31.06564809,0.105845182,16.72362137,Rsvr,Lower Prior Lake,27139,44.7329110422174,-93.4124145527804,27139,27139_2011,MN,"Scott County, Minnesota",84571.0,130689.0,1,0.051664638952015854,0.1751715905699791,0.0039559565074336785
91597267,0.332417936,MN,Large_Fingerling,age_1,none,2009,237.6788841,1.476246981,2696.362502,70.68012726,hyper_eutrophic,39.4397678,0.287519747,11.27487278,Nl,Spring Lake,27139,44.6996492488154,-93.4816450741015,27139,27139_2009,MN,"Scott County, Minnesota",84571.0,130689.0,3,0.051664638952015854,0.1751715905699791,0.0039559565074336785
120020242,0.489496891,MN,Large_Fingerling,age_1,none,2007,171.6522995,2.190717441,3012.100576,79.04814568,hyper_eutrophic,19.28316725,0.813586098,12.28657722,Rsvr,Upper Prior Lake,27139,44.7156782757208,-93.441449629677,27139,27139_2007,MN,"Scott County, Minnesota",84571.0,130689.0,5,0.051664638952015854,0.1751715905699791,0.0039559565074336785
120020242,0.343342727,MN,Large_Fingerling,age_1,none,2009,171.6522995,2.190717441,2568.605409,66.56994249,eutrophic,71.35354457,0.739336493,12.28657722,Rsvr,Upper Prior Lake,27139,44.7156782757208,-93.441449629677,27139,27139_2009,MN,"Scott County, Minnesota",84571.0,130689.0,3,0.051664638952015854,0.1751715905699791,0.0039559565074336785
91598525,0.307482033,MN,Large_Fingerling,age_1,none,2009,318.8123888,1.809037497,2635.999554,79.72498826,hyper_eutrophic,82.97670019,0.235387046,3.352548122,Nl,Cedar Lake,27139,44.5900693220099,-93.5234624774119,27139,27139_2009,MN,"Scott County, Minnesota",84571.0,130689.0,3,0.051664638952015854,0.1751715905699791,0.0039559565074336785
120017991,0.305156707,MN,Large_Fingerling,age_1,none,2008,174.8646969,1.48624785,2632.432265,57.13118852,eutrophic,73.4625126,0.134281201,8.533584595,Nl,Clear Lake,27163,45.2603793657691,-93.0014299129906,27163,27163_2008,MN,"Washington County, Minnesota",80747.0,238721.0,4,0.05529048554588829,0.17702673832633073,0.00982737170169361
120018046,0.594108299,MN,Large_Fingerling,age_1,none,2005,974.7547055,1.900526473,2908.91202,48.77991012,mesotrophic,57.1323223,0.056872038,25.27620316,Nl,White Bear Lake,27163,45.0703510877931,-92.9744949129974,27163,27163_2005,MN,"Washington County, Minnesota",80747.0,238721.0,7,0.05529048554588829,0.17702673832633073,0.00982737170169361
120018046,0.503965869,MN,Large_Fingerling,age_1,none,2011,974.7547055,1.900526473,2677.923023,50.84561921,eutrophic,38.70409631,0.105845182,25.27620316,Nl,White Bear Lake,27163,45.0703510877931,-92.9744949129974,27163,27163_2011,MN,"Washington County, Minnesota",80747.0,238721.0,1,0.05529048554588829,0.17702673832633073,0.00982737170169361
120020334,0.48584125,MN,Large_Fingerling,age_1,none,2005,88.28388076,1.457379632,3034.710383,62.90225618,eutrophic,30.92297231,0.565560821,9.143553734,Nl,Bone Lake,27163,45.2897129538823,-92.8629503296366,27163,27163_2005,MN,"Washington County, Minnesota",80747.0,238721.0,7,0.05529048554588829,0.17702673832633073,0.00982737170169361
118874447,0.461545396,MN,Large_Fingerling,age_1,none,2010,32.78389292,1.088058988,2984.655672,71.34188569,hyper_eutrophic,84.43170575,0.287519747,3.505344152,Nl,Lake Independence,27063,43.7632858508572,-95.0476013353257,27063,27063_2010,MN,"Jackson County, Minnesota",49886.0,10273.0,2,0.1123333008858172,0.09753723352477368,0.0010707680327070963
132542282,0.346973572,MN,Fry,yoy,combo,2008,172.4137723,1.280339743,2783.107294,71.23008425,hyper_eutrophic,1211.121346,0.969849246,2.99104476,Nl,Clear Lake,27063,43.6266948967767,-95.0839333506218,27063,27063_2008,MN,"Jackson County, Minnesota",49886.0,10273.0,4,0.1123333008858172,0.09753723352477368,0.0010707680327070963
120018428,0.293937187,MN,Large_Fingerling,age_1,combo,2010,119.9508709,1.38903234,2909.846803,65.66985741,eutrophic,95.64749232,0.821484992,8.587899208,Nl,Fish Lake,27063,43.8455757320552,-95.0461892080831,27063,27063_2010,MN,"Jackson County, Minnesota",49886.0,10273.0,2,0.1123333008858172,0.09753723352477368,0.0010707680327070963
81003887,0.384889717,MN,Large_Fingerling,age_1,none,2008,42.07673024,1.752347373,1816.467123,48.7637026,mesotrophic,185.8509432,0.287519747,3.6,Nl,Eighteen Lake,27075,47.6450565859101,-91.3493904654275,27075,27075_2008,MN,"Lake County, Minnesota",47210.0,10849.0,4,0.12812240759517007,0.10111531016683566,0.010139183334869573
dc88b6dc-dbf2-4d42-88e3-94bef29e4195,0.36421704,MN,Large_Fingerling,age_1,combo,2011,227.9336892,2.233450809,2227.24055,55.14573173,eutrophic,28.42932093,0.857819905,9.143173218,Rsvr,South Farm Lake,27075,47.894401400495,-91.6846529425838,27075,27075_2011,MN,"Lake County, Minnesota",47210.0,10849.0,1,0.12812240759517007,0.10111531016683566,0.010139183334869573
eec6bb9d-30cb-4c7d-bfc1-88e675b7d41b,0.371752065,MN,Large_Fingerling,age_1,combo,2007,518.4874264,2.995448127,2324.537553,57.13118852,eutrophic,53.65607454,0.616113744,16.49476433,Rsvr,Farm Lake,27075,47.8942320257467,-91.7296683198271,27075,27075_2007,MN,"Lake County, Minnesota",47210.0,10849.0,5,0.12812240759517007,0.10111531016683566,0.010139183334869573
eec6bb9d-30cb-4c7d-bfc1-88e675b7d41b,0.33985878,MN,Large_Fingerling,age_1,combo,2011,518.4874264,2.995448127,2226.609915,51.52003093,eutrophic,15.57993423,0.87835703,16.49476433,Rsvr,Farm Lake,27075,47.8942320257467,-91.7296683198271,27075,27075_2011,MN,"Lake County, Minnesota",47210.0,10849.0,1,0.12812240759517007,0.10111531016683566,0.010139183334869573
0b5e30c9-8c3f-401b-9931-91ac59b2662a,0.480684499,MN,Large_Fingerling,age_1,none,2011,257.2372135,3.480032899,2237.679445,57.36965594,eutrophic,16.44396603,0.691943128,16.76007652,Rsvr,Garden Lake,27075,47.9211021798397,-91.7474415218165,27075,27075_2011,MN,"Lake County, Minnesota",47210.0,10849.0,1,0.12812240759517007,0.10111531016683566,0.010139183334869573
166868529,0.471883675,MN,Large_Fingerling,age_1,none,2009,101.7653646,1.614381531,2067.121678,44.04494214,mesotrophic,22.2669079,0.134281201,16.75898743,Nl,Gilstad Lake,27007,47.6702907113145,-94.5307832199055,27007,27007_2009,MN,"Beltrami County, Minnesota",44038.0,44652.0,3,0.1983113858281824,0.11076771477201469,0.008129535071217414
120017978,0.461252841,MN,Large_Fingerling,age_1,none,2012,186.6678522,1.415817808,2244.808312,45.01620447,mesotrophic,20.26058561,0.235387046,13.38854599,Nl,Medicine Lake,27007,47.7293816974546,-94.7369087888687,27007,27007_2012,MN,"Beltrami County, Minnesota",44038.0,44652.0,0,0.1983113858281824,0.11076771477201469,0.008129535071217414
166868535,0.429447175,MN,Fry,yoy,none,2006,1439.97858,2.085721524,2329.307569,42.55838904,mesotrophic,1458.355027,0.75879397,10.66747952,Nl,Big Lake,27007,47.4994648739329,-94.6044026951239,27007,27007_2006,MN,"Beltrami County, Minnesota",44038.0,44652.0,6,0.1983113858281824,0.11076771477201469,0.008129535071217414
166868535,0.408298742,MN,Fry,yoy,none,2010,1439.97858,2.085721524,2389.458084,44.639471,mesotrophic,1538.852752,0.748743719,10.66747952,Nl,Big Lake,27007,47.4994648739329,-94.6044026951239,27007,27007_2010,MN,"Beltrami County, Minnesota",44038.0,44652.0,2,0.1983113858281824,0.11076771477201469,0.008129535071217414
47707845,0.457196584,MN,Large_Fingerling,age_1,none,2005,87.97732133,1.445396433,2366.49467,37.6121314,mesotrophic,19.25496224,0.287519747,14.62407875,Nl,South Twin Lake,27007,47.5863146980143,-94.5874461572361,27007,27007_2005,MN,"Beltrami County, Minnesota",44038.0,44652.0,7,0.1983113858281824,0.11076771477201469,0.008129535071217414
47710417,0.470793388,MN,Large_Fingerling,age_1,none,2006,134.9683031,1.484353911,2368.133466,44.16902117,mesotrophic,82.96021915,0.060031596,5.18109417,Nl,Big Bass Lake,27007,47.5361130723814,-94.7803547333716,27007,27007_2006,MN,"Beltrami County, Minnesota",44038.0,44652.0,6,0.1983113858281824,0.11076771477201469,0.008129535071217414
120019574,0.490560769,MN,Large_Fingerling,age_1,none,2005,118.4605739,1.448027983,2360.421973,46.35813221,mesotrophic,11.21048089,0.134281201,12.8,Nl,Deer Lake,27007,47.6579250477528,-95.0233058758941,27007,27007_2005,MN,"Beltrami County, Minnesota",44038.0,44652.0,7,0.1983113858281824,0.11076771477201469,0.008129535071217414
